학년	교과과정	교과영역구분	학수강좌번호	교과목명	교원명	수업캠퍼스	요일/시간	강의실	학점	이론	실습	공학설계	강의계획서	교과목해설	강의유형	강의종류	원어강의	강평결과	이수구분	강의미리보기	개설대학	개설학과/전공	비고	교과목영문명
1학년	공통교양	영어	RGC1033-083	EAS1	자이드존슨	서울	월4.0-5.0/12:00-13:30,수1.0-2.0/09:00-10:30	207-106(혜화관 106 106 강의실),207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	문과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-084	EAS1	제프리조단	서울	월4.0-5.0/12:00-13:30,수1.0-2.0/09:00-10:30	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	법과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-085	EAS1	제프벨리	서울	월4.0-5.0/12:00-13:30,수1.0-2.0/09:00-10:30	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사범대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-086	EAS1	키아란	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-123(혜화관 123 123 강의실),207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-087	EAS1	바트서플	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-122(혜화관 122 122 강의실),207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-088	EAS1	제프리맥어빈	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-115(혜화관 115 115 강의실),207-115(혜화관 115 115 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-089	EAS1	패트릭	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-112(혜화관 112 112 강의실),207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	문과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-090	EAS1	데미안	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-106(혜화관 106 106 강의실),207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-091	EAS1	션커멘	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	문과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-092	EAS1	알렉스	서울	월5.5-6.5/13:30-15:00,수2.5-3.5/10:30-12:00	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-093	EAS1	아이렌	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-123(혜화관 123 123 강의실),207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-094	EAS1	제이콥	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-122(혜화관 122 122 강의실),207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	문과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-095	EAS1	사무엘	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-115(혜화관 115 115 강의실),207-115(혜화관 115 115 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-096	EAS1	로더릭	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-112(혜화관 112 112 강의실),207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	법과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-097	EAS1	제프리조단	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-106(혜화관 106 106 강의실),207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사범대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-098	EAS1	앨런스톡스	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-099	EAS1	캐서린무어	서울	화1.0-2.0/09:00-10:30,목1.0-2.0/09:00-10:30	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	경영대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-100	EAS1	브라이언오라스	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	207-123(혜화관 123 123 강의실),207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-101	EAS1	크레이그블리스	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	207-122(혜화관 122 122 강의실),207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	예술대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-102	EAS1	김명숙	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	102-462(학술/문화관 K405 강의실),102-462(학술/문화관 K405 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-103	EAS1	권은영	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	102-237(학술/문화관 K205 강의실),102-237(학술/문화관 K205 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	문과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-104	EAS1	제이콥	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	207-106(혜화관 106 106 강의실),207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-105	EAS1	사무엘	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	불교대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-106	EAS1	아이렌	서울	화3.0-4.0/11:00-12:30,목3.0-4.0/11:00-12:30	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-107	EAS1	제마	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	102-462(학술/문화관 K405 강의실),102-462(학술/문화관 K405 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	경영대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-108	EAS1	키아란	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	207-115(혜화관 115 115 강의실),207-115(혜화관 115 115 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-109	EAS1	피오나맥마틴	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	207-112(혜화관 112 112 강의실),207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-110	EAS1	권은영	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	102-237(학술/문화관 K205 강의실),102-237(학술/문화관 K205 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	법과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-111	EAS1	닉코디	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-112	EAS1	폴라로스	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	불교대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-113	EAS1	바트서플	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-122(혜화관 122 122 강의실),207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-114	EAS1	브라이언오라스	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-115(혜화관 115 115 강의실),207-115(혜화관 115 115 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-115	EAS1	자이드존슨	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-112(혜화관 112 112 강의실),207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-116	EAS1	마이클오코넬	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-106(혜화관 106 106 강의실),207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-117	EAS1	안토니요캠벨	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-118	EAS1	션커멘	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-119	EAS1	제프리맥어빈	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-122(혜화관 122 122 강의실),207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-120	EAS1	키아란피에차카	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-115(혜화관 115 115 강의실),207-115(혜화관 115 115 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-121	EAS1	마이클오코넬	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-112(혜화관 112 112 강의실),207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-122	EAS1	제프벨리	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-106(혜화관 106 106 강의실),207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-123	EAS1	로나백	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-105(혜화관 105 105 강의실),207-105(혜화관 105 105 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-124	EAS1	자이드존슨	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-104(혜화관 104 104 강의실),207-104(혜화관 104 104 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-125	EAS1	폴로저스	서울	월1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30	102-237(학술/문화관 K205 강의실),102-237(학술/문화관 K205 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-126	EAS1	피오나맥마틴	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	102-237(학술/문화관 K205 강의실),102-237(학술/문화관 K205 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-127	EAS1	스티븐쿤스	서울	월10.0-12.5/18:00-20:30	207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	공과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-128	EAS1	스티븐쿤스	서울	화10.0-12.5/18:00-20:30	207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-129	EAS1	스티븐쿤스	서울	수10.0-12.5/18:00-20:30	207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-130	EAS1	존웨이드	서울	목10.0-12.5/18:00-20:30	207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	사과대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-131	EAS1	존웨이드	서울	월10.0-12.5/18:00-20:30	207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-132	EAS1	존웨이드	서울	화10.0-12.5/18:00-20:30	207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-134	EAS1	폴라로스	서울	금11.0-13.5/18:50-21:30	207-122(혜화관 122 122 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹 	English for Academic Success1
1학년	공통교양	영어	RGC1033-135	EAS1	닉코디	서울	금11.0-13.5/18:50-21:30	207-106(혜화관 106 106 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	글로벌무역학과전용/E2,E3그룹 	English for Academic Success1
1학년	공통교양	영어	RGC1033-136	EAS1	제이미커크	일산	화4.0-6.5/12:00-15:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-137	EAS1	제임스락킷	일산	화7.0-9.5/15:00-18:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-138	EAS1	제이미커크	일산	목4.0-6.5/12:00-15:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-139	EAS1	제이미커크	일산	목7.0-9.5/15:00-18:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E1그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-140	EAS1	맷그로스	일산	목1.0-3.5/09:00-12:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-141	EAS1	맷그로스	일산	화10.0-12.5/18:00-20:30	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-142	EAS1	로나백	일산	화1.0-3.5/09:00-12:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-143	EAS1	맷그로스	일산	화7.0-9.5/15:00-18:00	1104-851(상영바이오관 851 세미나실3)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-144	EAS1	맷그로스	일산	목4.0-6.5/12:00-15:00	1104-851(상영바이오관 851 세미나실3)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-145	EAS1	김명숙	일산	수4.0-6.5/12:00-15:00	1104-845(상영바이오관 845 세미나실1)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/바시대/E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-147	EAS1	제마	서울	화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30	207-229(혜화관 229 229 강의실),207-229(혜화관 229 229 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1033-149	EAS1	존웨이드	서울	화8.0-9.0/16:00-17:30,목8.0-9.0/16:00-17:30	207-214(혜화관 214 214 강의실),207-214(혜화관 214 214 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2,E3그룹	English for Academic Success1
1학년	공통교양	영어	RGC1034-01	EAS2	제프벨리	서울	월1.0-2.0/09:00-10:30,금1.0-2.0/09:00-10:30	201-129(사회과학/경영관 M129 강의실),201-129(사회과학/경영관 M129 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-02	EAS2	브라이언킨	서울	월2.5-3.5/10:30-12:00,금2.5-3.5/10:30-12:00	201-129(사회과학/경영관 M129 강의실),201-129(사회과학/경영관 M129 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-03	EAS2	제프리맥어빈	서울	월7.0-8.0/15:00-16:30,금8.0-9.0/16:00-17:30	201-129(사회과학/경영관 M129 강의실),201-129(사회과학/경영관 M129 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-04	EAS2	로나백	서울	월8.5-9.5/16:30-18:00,금9.5-10.5/17:30-18:50	201-129(사회과학/경영관 M129 강의실),201-129(사회과학/경영관 M129 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-05	EAS2	브라이언킨	서울	화5.0-6.0/13:00-14:30,목5.0-6.0/13:00-14:30	201-129(사회과학/경영관 M129 강의실),201-129(사회과학/경영관 M129 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-06	EAS2	정효진	서울	화6.5-7.5/14:30-16:00,목6.5-7.5/14:30-16:00	207-112(혜화관 112 112 강의실),207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-07	EAS2	벤자민다울링	서울	수6.0-7.0/14:00-15:30,금6.0-7.0/14:00-15:30	207-123(혜화관 123 123 강의실),207-123(혜화관 123 123 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-08	EAS2	정효진	서울	수8.0-9.0/16:00-17:30,금4.0-5.0/12:00-13:30	207-303(혜화관 303 303 강의실),207-303(혜화관 303 303 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-09	EAS2	벤자민다울링	서울	수10.0-12.5/18:00-20:30	207-112(혜화관 112 112 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E1그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-10	EAS2	정효진	서울	목10.0-12.5/18:00-20:30	102-237(학술/문화관 K205 강의실)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC1034-12	EAS2	제임스락킷	일산	목7.0-9.5/15:00-18:00	1104-851(상영바이오관 851 세미나실3)	3	3	0	 0.0			이론	외국어강의	영어		공교		행정및부속기관	교양외국어센터	BMC교과목/E2.E3그룹	English for Academic Success2
1학년	공통교양	영어	RGC2007-01	Keys to University Success	권은영	서울			1	1	0	 0.0			사이버	영어트랙	영어		공교		행정및부속기관	교양외국어센터	사이버(영어트랙)	Keys to university Success
1학년	공통교양	영어	RGC3001-01	기초영어	최현숙	서울	수4.0-5.5/12:00-14:00	207-514(혜화관 514 514 강의실)	0	0	2	 0.0			실습				공교		문과대학	영어영문학부		BasicEnglisReading
1학년	공통교양	영어	RGC3002-01	대학영어1(Reading)	박효진	서울	월1.0-2.5/09:00-11:00	501-203(학림관 J212 강의실)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Reading)
1학년	공통교양	영어	RGC3002-02	대학영어1(Reading)	김종갑	서울	수10.0-11.5/18:00-19:40	202-356(사회과학/경영관 L309 강의실)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Reading)
1학년	공통교양	영어	RGC3002-03	대학영어1(Reading)	김상미	일산	금5.0-6.5/13:00-15:00	1104-851(상영바이오관 851 세미나실3)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	BMC/레벨4,5/A,B,C	CollegeEnglish1(Reading)
1학년	공통교양	영어	RGC3003-01	대학영어1(Conversation)	데미안	서울	월1.0-2.5/09:00-11:00	102-456(학술/문화관 K402 강의실)	1	0	2	 0.0			실습				공교		행정및부속기관	교양외국어센터	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Conversation)
1학년	공통교양	영어	RGC3003-02	대학영어1(Conversation)	데미안	서울	수4.0-5.5/12:00-14:00	407-227(정보문화관P P405 강의실)	1	0	2	 0.0			실습				공교		행정및부속기관	교양외국어센터	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Conversation)
1학년	공통교양	영어	RGC3003-03	대학영어1(Conversation)	제프리맥어빈	서울	금1.0-2.5/09:00-11:00	102-315(학술/문화관 K311 강의실)	1	0	2	 0.0			실습				공교		행정및부속기관	교양외국어센터	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Conversation)
1학년	공통교양	영어	RGC3003-04	대학영어1(Conversation)	데미안	서울	금8.0-9.5/16:00-18:00	102-311(학술/문화관 K310 강의실)	1	0	2	 0.0			실습				공교		행정및부속기관	교양외국어센터	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Conversation)
1학년	공통교양	영어	RGC3003-05	대학영어1(Conversation)	마이클오코넬	서울	월10.0-11.5/18:00-19:40	102-361(학술/문화관 K304 강의실)	1	0	2	 0.0			실습				공교		행정및부속기관	교양외국어센터	영어레벨테스트그룹4,5/레벨A,B,C	CollegeEnglish1(Conversation)
1학년	공통교양	영어	RGC3004-01	대학영어2(Reading)	이승일	서울	월1.0-2.5/09:00-11:00	102-447(학술/문화관 K411초허당 초허당세미나실)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	영어레벨테스트그룹3,4/레벨A,B,C	CollegeEnglish2(Reading)
1학년	공통교양	영어	RGC3004-02	대학영어2(Reading)	이광임	서울	화5.0-6.5/13:00-15:00	102-447(학술/문화관 K411초허당 초허당세미나실)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	영어레벨테스트그룹3,4/레벨A,B,C	CollegeEnglish2(Reading)
1학년	공통교양	영어	RGC3004-03	대학영어2(Reading)	김현주	서울	수4.0-5.5/12:00-14:00	102-447(학술/문화관 K411초허당 초허당세미나실)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	영어레벨테스트그룹3,4/레벨A,B,C	CollegeEnglish2(Reading)
1학년	공통교양	영어	RGC3004-04	대학영어2(Reading)	최진범	서울	금1.0-2.5/09:00-11:00	501-409(학림관 J413 강의실)	1	0	2	 0.0			실습				공교		문과대학	영어영문학부	영어레벨테스트그룹3,4/레벨A,B,C	CollegeEnglish2(Reading)
